"ID","MAIN_ENGINE_MANUFACTURER","NUMBER_OF_PROPELLORS","MAIN_ENGINE_CAPACITY","TYPE_OF_FUEL","BOW_THRUSTER","STERN_THRUSTER","SHIP_CATEGORY"
107562,"",,16350,"HFO","","","TANKER"
8370,"",,10297,"HFO","","","BULK"
8381,"",,2353,"HFO","","","TANKER"
8390,"",,11201,"","","","BULK"
8402,"",,1765,"HFO","","","GEN CARGO"
8433,"",,7796,"","","","TANKER"
8445,"",,1838,"HFO","","","TUG"
8454,"",,4970,"HFO","","","GEN CARGO"
8464,"",,6620,"HFO","","","BULK"
8483,"",,10083,"HFO","","","BULK"
8494,"",,3629,"HFO","1000","","TANKER"
8504,"",,2795,"HFO","","","GEN CARGO"
8516,"",,10591,"HFO","","","BULK"
8538,"",,2795,"HFO","","","TANKER"
8224,"",,1824,"HFO","","","TUG"
8235,"",,9635,"HFO","","","TANKER"
8246,"",,11327,"","","","BULK"
8266,"",,11952,"","","","TANKER"
8706,"",,1838,"HFO","","","TANKER"
8721,"",,8385,"HFO","","","TANKER"
8755,"",,11033,"HFO","","","BULK"
8980,"",,10592,"HFO","","","TANKER"
8991,"",,10589,"HFO","735 KW","","GEN CARGO"
9012,"",,9635,"HFO","1000 PK","","GEN CARGO"
18414,"",,2400,"HFO","300PK","","TANKER"
18429,"",,4983,"HFO","","","BULK"
18463,"",,8089,"HFO","","","BULK"
18474,"",,11520,"HFO","1000 KW","","GEN CARGO"
18485,"",,8561,"HFO","1000 PK","","BULK"
18194,"",,10224,"HFO","","","TANKER"
18206,"",,8561,"HFO","","","BULK"
23743,"",,3542,"HFO","","","TUG"
23753,"",,11471,"","1800 KW","","TANKER"
23795,"",,16859,"HFO","","","BULK"
23806,"",,57203,"HFO","2000 KW","","GEN CARGO"
23833,"",,9480,"HFO","","","BULK"
23845,"",,10371,"HFO","","","TANKER"
23856,"",,8580,"HFO","","","BULK"
23888,"",,1860,"HFO","200 KW","","GEN CARGO"
23898,"",,8580,"","","","TANKER"
23929,"",,7149,"HFO","865 KW","865 KW","TANKER"
24085,"",,7980,"HFO","950 PK","","TANKER"
24313,"",,8550,"HFO","","","BULK"
21518,"",,1499,"HFO","170 KW","","GEN CARGO"
21546,"",,6032,"HFO","","","BULK"
21558,"",,54839,"HFO","2000 KW","","GEN CARGO"
21597,"",,1500,"HFO","194 KW","","GEN CARGO"
21609,"",,1499,"HFO","194 KW","","GEN CARGO"
21347,"",,8945,"HFO","","","BULK"
21365,"",,0,"HFO","","","TUG"
21390,"",,1469,"HFO","240 KW","","GEN CARGO"
21789,"",,3236,"HFO","JA","","TUG"
21801,"",,5000,"HFO","","","TUG"
22040,"",,3799,"MDO","","","TUG"
22050,"",,31920,"HFO","1100 KW","1100 KW","GEN CARGO"
22073,"",,65935,"HFO","2700 KW","","GEN CARGO"
22085,"",,10010,"HFO","500 PK","","GEN CARGO"
22097,"",,10197,"","","","BULK"
22113,"",,6300,"HFO","600 KW","","GEN CARGO"
21833,"",,6099,"HFO","550 KW","","GEN CARGO"
21845,"",,9120,"HFO","","","BULK"
21855,"",,8825,"HFO","","","BULK"
23155,"",,1248,"MDO","330 PK","","GEN CARGO"
23170,"",,7811,"HFO","","","BULK"
23181,"",,7545,"HFO","","","BULK"
22923,"",,24832,"HFO","JA","","GEN CARGO"
22934,"",,8400,"HFO","720 KW","450 KW","GEN CARGO"
23360,"",,13549,"HFO","","","TANKER"
23372,"",,6000,"HFO","2X883 KW","883 KW","TUG"
23605,"",,5847,"HFO","2X883 KW","2X588 KW","TUG"
23617,"",,8339,"HFO","1050 KW","","TANKER"
23650,"",,1799,"HFO","300 KW","","GEN CARGO"
23660,"",,15785,"HFO","900 KW","","GEN CARGO"
23691,"",,8580,"HFO","","","TANKER"
23413,"",,6119,"","2X2500PK","1000PK","TUG"
23425,"",,8561,"","","","TANKER"
23461,"",,3972,"HFO","","","WORKSHIP"
23473,"",,10010,"HFO","","","TANKER"
23511,"",,8400,"HFO","720 KW","450 KW","GEN CARGO"
23538,"",,9466,"HFO","800 KW","","TANKER"
23550,"",,37278,"HFO","1800 KW","1800 KW","GEN CARGO"
23564,"",,4457,"HFO","589 KW","","TANKER"
23591,"",,9480,"HFO","","","TANKER"
23313,"",,16192,"HFO","2X","2X","OFFSHORE"
23325,"",,16860,"HFO","2200 KW","","TANKER"
23936,"",,11290,"HFO","","","TANKER"
23948,"",,7980,"HFO","930 PK","","TANKER"
1892,"",,206,"","","","GEN CARGO"
2414,"",,882,"HFO","","","TUG"
2919,"",,2648,"MDO","184 KW","","TUG"
4320,"",,27215,"HFO","1500"," ","GEN CARGO"
4590,"",,6620,"HFO"," "," ","GEN CARGO"
4681,"",,970,"HFO","","","GEN CARGO"
4847,"",,10444,"HFO","1500 PK","","BULK"
5422,"",,2206,"HFO","","","GEN CARGO"
5711,"",,8496,"","","","BULK"
5822,"",,3974,"HFO","400","","GEN CARGO"
6530,"",,1441,"HFO","200 PK","","GEN CARGO"
6642,"",,,"","JA","","FISHING"
7850,"",,1838,"HFO","DEFECT","","GEN CARGO"
56813,"",,,"","","","WORKSHIP"
56814,"",,,"","","","WORKSHIP"
56815,"",,,"","","","WORKSHIP"
56816,"",,,"","","","WORKSHIP"
56817,"",,,"","","","WORKSHIP"
56818,"",,,"","","","WORKSHIP"
56819,"",,,"","","","WORKSHIP"
56820,"",,,"","","","WORKSHIP"
56821,"",,,"","","","WORKSHIP"
56822,"",,,"","","","WORKSHIP"
56823,"",,,"","","","WORKSHIP"
56824,"",,,"","","","WORKSHIP"
56825,"",,,"","","","WORKSHIP"
56826,"",,,"","","","WORKSHIP"
56828,"",,4929,"MDO","2X","","YACHT"
56829,"",,,"","","","TUG"
16721,"",,4319,"HFO","450 KW","","TANKER"
56060,"",,29340,"HFO","","","TANKER"
56959,"",,1640,"MDO","200 KW","","TUG"
56960,"",,1953,"MDO","200 KW","","WORKSHIP"
57009,"",,0,"","","","TUG"
57010,"",,43540,"HFO","","","TANKER"
57011,"",,9480,"HFO","","","BULK"
57059,"",,7175,"HFO","680 KW","","TANKER"
57109,"",,1986,"MDO","","","TUG"
57110,"",,25228,"HFO","1000 KW","","GEN CARGO"
57159,"",,2040,"HFO","280 KW","","GEN CARGO"
57209,"",,8580,"HFO","","","TANKER"
57210,"",,9480,"HFO","","","BULK"
57259,"",,40248,"HFO","","","OFFSHORE"
27211,"",,1584,"HFO","250 KW","","GEN CARGO"
57309,"",,1200,"MDO","JA","","GEN CARGO"
57359,"",,18660,"HFO","","","BULK"
57409,"",,5280,"MDO","2X75 KW","","WORKSHIP"
57459,"",,0,"","","","PONTOON"
57509,"",,2640,"HFO","250 KW","","GEN CARGO"
57510,"",,0,"","","","PONTOON"
57511,"",,0,"","","","PONTOON"
27678,"",,2800,"HFO","255 KW","","GEN CARGO"
5275,"",,5884,"","","","BULK"
4890,"",,10439,"HFO","","","BULK"
4904,"",,1765,"HFO","","","GEN CARGO"
4916,"",,12798,"","","","GEN CARGO"
9024,"",,12356,"HFO","","","GEN CARGO"
9036,"",,8160,"HFO","","","GEN CARGO"
9047,"",,13975,"HFO","","","TANKER"
9070,"",,1618,"HFO","","","GEN CARGO"
9082,"",,8017,"HFO","","","BULK"
8766,"",,5950,"HFO","","","GEN CARGO"
8777,"",,1279,"HFO","","","GEN CARGO"
8806,"",,9159,"HFO","","","BULK"
8817,"",,1103,"","","","FISHING"
8828,"",,4347,"HFO","","","BULK"
8854,"",,15446,"HFO","","","GEN CARGO"
8865,"",,14711,"HFO","1100KW","1100KW","OFFSHORE"
8879,"",,9525,"HFO","","","GEN CARGO"
8910,"",,12356,"HFO","","","GEN CARGO"
8922,"",,4413,"HFO","597 KW","373 KW","TUG"
13576,"",,6589,"HFO","","","TANKER"
13588,"",,8870,"HFO","1000 PK","","GEN CARGO"
13600,"",,3861,"HFO","","","GEN CARGO"
13611,"",,6140,"HFO","","","GEN CARGO"
13638,"",,10592,"HFO","1200 PK","","GEN CARGO"
13649,"",,1675,"HFO","240 KW","365 KW","DREDGING"
13342,"",,7848,"HFO","","","GEN CARGO"
13361,"",,12710,"HFO","1600PK","1200PK","GEN CARGO"
13374,"",,2648,"HFO","112 KW","","FISHING"
13384,"",,882,"HFO","","","GEN CARGO"
13834,"",,11474,"HFO","","","WORKSHIP"
13844,"",,970,"HFO","","","GEN CARGO"
13857,"",,9600,"HFO","","","TANKER"
14085,"",,6500,"HFO","","","TANKER"
14113,"",,9999,"HFO","880 KW","","GEN CARGO"
14124,"",,8064,"HFO","","","TANKER"
14137,"",,2998,"HFO","JA","","OFFSHORE"
14169,"",,5119,"HFO","","","GEN CARGO"
14180,"",,884,"HFO","135 PK","","TANKER"
13874,"",,0,"HFO","","","PONTOON"
13891,"",,0,"HFO","","","PONTOON"
13901,"",,0,"HFO","","","DREDGING"
13911,"",,297,"HFO","","","SAIL"
13923,"",,1580,"MDO","","","WORKSHIP"
13954,"",,11033,"HFO","","","TANKER"
13965,"",,772,"HFO","","","GEN CARGO"
21885,"",,3840,"HFO","350 KW","","GEN CARGO"
21898,"",,4045,"MDO","200 KW","","TUG"
21928,"",,14711,"HFO","","","BULK"
21939,"",,7877,"HFO","750 KW","","TANKER"
21954,"",,27160,"HFO","","","TANKER"
21985,"",,741,"HFO","150 KW","","GEN CARGO"
22003,"",,1799,"HFO","250 KW","","GEN CARGO"
21740,"",,7799,"HFO","550 KW","","GEN CARGO"
21751,"",,15373,"HFO","","","TANKER"
21772,"",,7877,"","760 KW","","BULK"
22179,"",,10952,"HFO","","","BULK"
22191,"",,15785,"HFO","800 KW","","GEN CARGO"
22429,"",,17200,"HFO","950 KW","","GEN CARGO"
22442,"",,221,"HFO","37 KW","","FISHING"
22482,"",,8950,"HFO","","","BULK"
22497,"",,51434,"HFO","1600 KW","","GEN CARGO"
22228,"",,5760,"HFO","500 KW","","GEN CARGO"
22241,"",,32835,"HFO","","","TANKER"
22268,"",,8561,"HFO","","","TANKER"
24326,"",,1909,"HFO","448 KW","","GEN CARGO"
24356,"",,2398,"HFO","","","GEN CARGO"
24367,"",,9480,"HFO","1000 KW","","TANKER"
24378,"",,13530,"HFO","","","TANKER"
24407,"",,8561,"HFO","950 KW","","TANKER"
24133,"",,18624,"HFO","","","TANKER"
24172,"",,1640,"MDO","","","TUG"
24184,"",,9318,"","","","BULK"
24224,"",,16861,"HFO","","","BULK"
24235,"",,15519,"HFO","1400 KW","","GEN CARGO"
24262,"",,9488,"","","","TANKER"
24274,"",,7800,"HFO","","","BULK"
24304,"",,12200,"","","","BULK"
24029,"",,2040,"HFO","280 KW","","GEN CARGO"
24041,"",,7949,"","2X800KW","800 KW","TUG"
24459,"",,11290,"HFO","","","TANKER"
24471,"",,14280,"HFO","1100 KW","","GEN CARGO"
24491,"",,3089,"HFO","350 KW","","TANKER"
8882,"",,735,"HFO","","","TANKER"
8925,"",,1765,"HFO","250","","TANKER"
8971,"",,10592,"HFO","1100 PK","","BULK"
9622,"",,5180,"HFO","JA"," ","GEN CARGO"
10404,"",,562,"HFO","200 PK","","GEN CARGO"
10626,"",,8532,"HFO","","","GEN CARGO"
10790,"",,8532,"HFO","","","GEN CARGO"
11418,"",,5634,"HFO"," "," ","TANKER"
11882,"",,441,"HFO","130 KW","","GEN CARGO"
11967,"",,8017,"HFO","","","TANKER"
12795,"",,2999,"HFO","400 PK","","GEN CARGO"
13150,"",,8076,"","","","BULK"
13748,"",,11898,"HFO","1000 KW","","OFFSHORE"
14446,"",,1940,"","135 KW","","GEN CARGO"
15064,"",,539,"","625 KW","415 KW","FISHING"
56518,"",,4080,"HFO","","","NAVY"
56519,"",,0,"","","","PONTOON"
56520,"",,0,"","","","PONTOON"
56521,"",,37000,"HFO","","","NAVY"
56522,"",,30590,"HFO","2X484KW","","NAVY"
56523,"",,43000,"HFO","","","NAVY"
56524,"",,0,"","500 PK","500 PK","PONTOON"
56525,"",,0,"","","","PONTOON"
56526,"",,0,"","","","OFFSHORE"
56527,"",,0,"","","","PONTOON"
56528,"",,23000,"HFO","","","NAVY"
56529,"",,153,"MDO","","","OFFSHORE"
56530,"",,0,"","","","PONTOON"
56531,"",,0,"","","","PONTOON"
56532,"",,0,"","","","PONTOON"
56533,"",,0,"","","","PONTOON"
56534,"",,0,"","","","PONTOON"
56535,"",,0,"","","","PONTOON"
56536,"",,789,"HFO","","","SAIL"
56537,"",,4080,"HFO","","","NAVY"
56538,"",,0,"","","","PONTOON"
56539,"",,0,"","","","DREDGING"
56540,"",,0,"HFO","","","PONTOON"
56541,"",,0,"","","","PONTOON"
56542,"",,661,"HFO","","","NAVY"
4936,"",,970,"HFO","","","GEN CARGO"
4952,"",,13608,"","","","BULK"
4966,"",,5963,"HFO","","","BULK"
4977,"",,1470,"HFO","147 KW","","GEN CARGO"
4988,"",,2353,"HFO","","","TUG"
5001,"",,6105,"","","","BULK"
5015,"",,9782,"HFO","","","BULK"
5031,"",,6178,"HFO","","","GEN CARGO"
5038,"",,9635,"","","","BULK"
5048,"",,8826,"","","","BULK"
5060,"",,3825,""," "," ","GEN CARGO"
5072,"",,1158,"HFO","","","GEN CARGO"
5085,"",,5884,"HFO","","","BULK"
5099,"",,6620,"HFO"," "," ","GEN CARGO"
5111,"",,4413,"HFO","","","GEN CARGO"
5125,"",,6105,"HFO","","","BULK"
5138,"",,4560,"HFO","","","GEN CARGO"
5152,"",,2699,"HFO","","","GEN CARGO"
5164,"",,11768,"HFO","","","BULK"
5347,"",,10439,"HFO","","","GEN CARGO"
5362,"",,1103,"HFO","","","GEN CARGO"
5380,"",,2648,"HFO","258 KW","","GEN CARGO"
5392,"",,4486,"HFO","","","GEN CARGO"
5629,"",,8826,"HFO","JA","","GEN CARGO"
5641,"",,3972,"HFO","","","GEN CARGO"
5655,"",,7282,"","","","BULK"
5668,"",,7282,"","","","BULK"
5680,"",,2942,"","","","TANKER"
5693,"",,10439,"HFO","","","BULK"
5708,"",,12357,"","600 KW","","GEN CARGO"
5724,"",,13960,"HFO","2X1200","","GEN CARGO"
5402,"",,1544,"HFO","","","BULK"
5414,"",,9415,"","","","GEN CARGO"
5429,"",,9639,"","","","BULK"
5437,"",,3218,"HFO","","","GEN CARGO"
5452,"",,1066,"HFO","150 KW","","GEN CARGO"
5466,"",,8532,"HFO","","","BULK"
5479,"",,2118,"HFO","","","GEN CARGO"
5497,"",,12798,"HFO","1200","","GEN CARGO"
40555,"",,9480,"HFO","","","TANKER"
31658,"",,9480,"HFO","","","TANKER"
28851,"",,4457,"HFO","400 KW","","TANKER"
13978,"",,2132,"HFO","JA","","FISHING"
14006,"",,6656,"HFO","510 PK","","GEN CARGO"
14018,"",,995,"HFO","300","","GEN CARGO"
14029,"",,6193,"HFO","","","BULK"
14058,"",,3099,"HFO","450 PK","","TANKER"
14070,"",,14399,"HFO","1200 KW","","PASSENGER"
14081,"",,7967,"HFO","","","TANKER"
13796,"",,23171,"HFO","1300 PK","","GEN CARGO"
13807,"",,6581,"HFO","","","TANKER"
14469,"",,1766,"MDO","","","TUG"
14480,"",,0,"","","","OFFSHORE"
14490,"",,0,"HFO","","","OFFSHORE"
14502,"",,0,"HFO","","","OFFSHORE"
14525,"",,0,"HFO","","","OFFSHORE"
14537,"",,0,"HFO","","","OFFSHORE"
14548,"",,14120,"HFO","2X","2X","OFFSHORE"
14214,"",,3089,"HFO","","","TANKER"
14224,"",,599,"HFO","JA","","GEN CARGO"
14235,"",,11400,"HFO","","","TANKER"
14251,"",,7204,"HFO","","","BULK"
14262,"",,8017,"HFO","","","TANKER"
14275,"",,12122,"HFO","","","BULK"
14287,"",,17859,"HFO","","","TANKER"
14315,"",,17859,"HFO","","","TANKER"
14326,"",,13608,"HFO","","","BULK"
14339,"",,8473,"HFO","","","BULK"
14360,"",,1029,"HFO","JA","","GEN CARGO"
14376,"",,852,"HFO","","","FISHING"
14387,"",,852,"HFO","","","FISHING"
14417,"",,970,"HFO","","","COMBI"
14428,"",,1030,"HFO","100 PK","","GEN CARGO"
14440,"",,1029,"HFO","","","GEN CARGO"
14629,"",,13329,"HFO","","","BULK"
14639,"",,578,"HFO","","","GEN CARGO"
14653,"",,4413,"HFO","","","GEN CARGO"
14888,"",,13284,"HFO","","","TANKER"
14900,"",,7994,"HFO","","","BULK"
14911,"",,2059,"HFO","175 PK","","TUG"
14937,"",,1470,"HFO","88 KW","","FISHING"
14949,"",,550,"HFO","","","SAIL"
24696,"",,18623,"HFO","","","TANKER"
24712,"",,16861,"","","","BULK"
24741,"",,8973,"HFO","","","BULK"
24753,"",,2720,"HFO","240 KW","","TANKER"
24780,"",,9720,"HFO","","","TANKER"
24510,"",,15821,"","1400 KW","","GEN CARGO"
24523,"",,12195,"HFO","","","TANKER"
24558,"",,6480,"HFO","600 KW","","TANKER"
24570,"",,8830,"HFO","","","BULK"
24590,"",,2400,"HFO","200 KW","","TANKER"
24605,"",,13549,"","","","TANKER"
24637,"",,8561,"","950 KW","","TANKER"
24652,"",,21241,"","1100 KW","1100 KW","GEN CARGO"
24692,"",,18888,"HFO","","","TANKER"
24418,"",,45781,"HFO","DEFECT","1500 KW","GEN CARGO"
24450,"",,13560,"HFO","1177 KW","","TANKER"
24841,"",,6150,"HFO","","","BULK"
25065,"",,68615,"HFO","2500 KW","","GEN CARGO"
25079,"",,9466,"","900 KW","","TANKER"
25100,"",,54946,"","2X1150KW","","GEN CARGO"
25113,"",,11060,"HFO","700 KW","","GEN CARGO"
25125,"",,13560,"HFO","","","TANKER"
24885,"",,36542,"HFO","1600 KW","","GEN CARGO"
24898,"",,12241,"","","","TANKER"
24931,"",,54929,"HFO","2000 KW","","GEN CARGO"
24943,"",,8973,"HFO","","","BULK"
24973,"",,15820,"HFO","","","TANKER"
24987,"",,8399,"HFO","750 KW","450 KW","GEN CARGO"
25019,"",,13540,"","950 KW","","TANKER"
25033,"",,11282,"HFO","","","TANKER"
25059,"",,9981,"HFO","","","TANKER"
24798,"",,15174,"","","","TANKER"
24831,"",,17020,"HFO","","","BULK"
25210,"",,24841,"HFO","1000 KW","","GEN CARGO"
25244,"",,9319,"HFO","","","BULK"
25443,"",,13560,"HFO","","","TANKER"
56543,"",,0,"","","","PONTOON"
56544,"",,3100,"HFO","312 KW","","NAVY"
56545,"",,0,"","","","PONTOON"
56546,"",,0,"","","","PONTOON"
56547,"",,0,"","","","WORKSHIP"
56548,"",,0,"","N","N","PONTOON"
56549,"",,0,"","","","PONTOON"
56550,"",,0,"","","","PONTOON"
56551,"",,0,"","","","DREDGING"
56552,"",,0,"","","","PONTOON"
56553,"",,78330,"HFO","","","NAVY"
56554,"",,64160,"HFO","","","NAVY"
56555,"",,0,"","","","DREDGING"
56556,"",,16400,"HFO","","","NAVY"
56557,"",,0,"","","","PONTOON"
56558,"",,0,"","","","PONTOON"
56559,"",,0,"","","","PONTOON"
56560,"",,0,"","","","DREDGING"
56561,"",,0,"","","","DREDGING"
56562,"",,0,"","","","DREDGING"
56563,"",,0,"","","","DREDGING"
56564,"",,0,"","","","GEN CARGO"
56565,"",,0,"","","","PONTOON"
56566,"",,661,"HFO","","","NAVY"
56567,"",,661,"HFO","","","NAVY"
56568,"",,0,"","","","DREDGING"
56569,"",,0,"","","","DREDGING"
56570,"",,4410,"HFO","JA","","NAVY"
56571,"",,331,"HFO","","","SAIL"
56572,"",,12420,"HFO","","","NAVY"
56573,"",,10000,"HFO","","","NAVY"
56574,"",,0,"","","","PONTOON"
56575,"",,0,"","","","PONTOON"
56576,"",,30590,"HFO","2X484KW","","NAVY"
56577,"",,13000,"","","","NAVY"
56578,"",,9700,"HFO","","","NAVY"
56579,"",,9700,"HFO","","","NAVY"
56580,"",,9700,"HFO","","","NAVY"
56581,"",,30590,"HFO","2X484KW","","NAVY"
56582,"",,11200,"HFO","","","NAVY"
56583,"",,0,"","","","PONTOON"
56584,"",,0,"","","","PONTOON"
56585,"",,200,"HFO","","","WORKSHIP"
56586,"",,0,"","","","PONTOON"
30909,"",,8598,"HFO","","","TANKER"
56837,"",,11437,"HFO","","","BULK"
30933,"",,15820,"HFO","","","TANKER"
41462,"",,8598,"HFO","","","TANKER"
32056,"",,9480,"HFO","","","BULK"
56838,"",,12240,"HFO","","","BULK"
42664,"",,18660,"HFO","","","TANKER"
28958,"",,3300,"HFO","341 KW","","GEN CARGO"
41307,"",,12000,"HFO","1300 KW","","GEN CARGO"
56839,"",,9480,"HFO","","","BULK"
29558,"",,7470,"HFO","760 KW","","TANKER"
32460,"",,8700,"HFO","","","BULK"
56012,"",,12240,"HFO","","","BULK"
29197,"",,2000,"MDO","213 KW","","TANKER"
33657,"",,2720,"HFO","500 PK","","TANKER"
29282,"",,2040,"HFO","250 KW","","GEN CARGO"
42059,"",,14400,"HFO","","","TANKER"
29325,"",,5304,"MDO","300 KW","","TUG"
30908,"",,5304,"MDO","300 KW","","TUG"
29346,"",,11060,"HFO","","","BULK"
56840,"",,2610,"MDO","350 KW","","GEN CARGO"
43116,"",,4440,"HFO","552 KW","","TANKER"
29396,"",,1103,"MDO","200 KW","","GEN CARGO"
40557,"",,12240,"HFO","","","TANKER"
33912,"",,6300,"HFO","787 KW","","TANKER"
56841,"",,7860,"HFO","","","TANKER"
56859,"",,8572,"HFO","","","TANKER"
5869,"",,1471,"HFO","315 KW","","OFFSHORE"
5882,"",,5810,"HFO","","","GEN CARGO"
5895,"",,1463,"HFO","300","","GEN CARGO"
5909,"",,1279,"HFO","90 PK","","GEN CARGO"
5926,"",,8503,"HFO","","","BULK"
5935,"",,1544,"HFO","","","GEN CARGO"
5945,"",,12798,"HFO","","","GEN CARGO"
5963,"",,1794,"HFO","","","GEN CARGO"
5977,"",,1103,"HFO","","","GEN CARGO"
14959,"",,3360,"HFO","","","FISHING"
14676,"",,12945,"","","","TANKER"
14687,"",,10150,"HFO","","","TANKER"
14698,"",,12049,"HFO","","","BULK"
14709,"",,536,"HFO","","","GEN CARGO"
14735,"",,2959,"HFO","300 KW","","GEN CARGO"
14751,"",,21679,"","1300 KW","","GEN CARGO"
14782,"",,6863,"HFO","","","GEN CARGO"
10083,"",,7443,"","","","TANKER"
10112,"",,3310,"HFO","","","GEN CARGO"
10123,"",,9062,"HFO","","","TUG"
10133,"",,2261,"HFO","","","GEN CARGO"
10143,"",,9599,"HFO"," "," ","BULK"
10173,"",,2854,"HFO","","","FISHING"
10184,"",,8826,"HFO","","","BULK"
10195,"",,316,"HFO","","","OFFSHORE"
10218,"",,530,"HFO","","","OFFSHORE"
10227,"",,3871,"HFO","VSP","VSP","DREDGING"
10238,"",,1471,"HFO","250 PK","","TANKER"
10250,"",,3677,"HFO","500PK","500PK","GEN CARGO"
10280,"",,3218,"HFO","","","TANKER"
10292,"",,15887,"","","","GEN CARGO"
9974,"",,2574,"HFO","","","GEN CARGO"
9984,"",,8500,"HFO","","","BULK"
10007,"",,8017,"HFO","","","GEN CARGO"
10017,"",,3346,"HFO","","","TANKER"
10466,"",,2236,"HFO","","","TUG"
10490,"",,2728,"HFO","JA","","BULK"
10501,"",,11299,"HFO","736 KW","","GEN CARGO"
10512,"",,3200,"HFO","","","FISHING"
10733,"",,7723,"HFO","","","GEN CARGO"
10751,"",,7944,"HFO","","","GEN CARGO"
10761,"",,6689,"HFO","","","GEN CARGO"
10772,"",,8089,"HFO","736 KW","","GEN CARGO"
10783,"",,7561,"HFO","","","BULK"
10806,"",,7811,"HFO","","","BULK"
10816,"",,7396,"HFO","1179 PK","","BULK"
10827,"",,4744,"HFO","JA","","TUG"
10519,"",,3199,"HFO","300 PK","","GEN CARGO"
10555,"",,2206,"HFO"," "," ","GEN CARGO"
10565,"",,6800,"HFO","","","BULK"
25475,"",,8730,"","","","BULK"
25485,"",,36482,"","1600 KW","","GEN CARGO"
25498,"",,8561,"HFO","950 KW","","TANKER"
25526,"",,3899,"HFO","","","GEN CARGO"
19431,"",,12239,"HFO","","","BULK"
19441,"",,15499,"HFO","880 KW","","GEN CARGO"
19864,"",,6400,"HFO","","","GEN CARGO"
19874,"",,19670,"HFO","1475 PK","","GEN CARGO"
19886,"",,32421,"HFO","1200 KW","","GEN CARGO"
20113,"",,2559,"HFO","JA","","GEN CARGO"
20124,"",,3960,"HFO","500 PK","","TANKER"
20136,"",,17220,"HFO","","","GEN CARGO"
20164,"",,9753,"HFO","","","BULK"
20175,"",,4200,"HFO","","","BULK"
20185,"",,16859,"","","","TANKER"
19913,"",,7429,"HFO","","","BULK"
19924,"",,4983,"HFO","","","BULK"
19934,"",,14078,"HFO","2X895KW","2X597KW","TUG"
19963,"",,20875,"HFO","1200 KW","","GEN CARGO"
19977,"",,9628,"","JA","","GEN CARGO"
19988,"",,3292,"MDO","200 KW","","TUG"
20011,"",,6550,"HFO","","","GEN CARGO"
20021,"",,7076,"HFO","","","BULK"
20032,"",,23941,"HFO","1000 KW","","GEN CARGO"
20065,"",,2550,"HFO","250 KW","","GEN CARGO"
20079,"",,5299,"HFO","600 PK","","TANKER"
19825,"",,4191,"HFO","","","TANKER"
19835,"",,1235,"HFO","220 KW","","TANKER"
20259,"",,8561,"HFO","","","TANKER"
20270,"",,27164,"HFO","","","TANKER"
20285,"",,8311,"HFO","","","BULK"
20517,"",,16859,"HFO","","","BULK"
20532,"",,7800,"HFO","500 KW","","GEN CARGO"
20555,"",,1499,"HFO","185 KW","","GEN CARGO"
20568,"",,8239,"HFO","","","TANKER"
20582,"",,6030,"HFO","","","BULK"
20310,"",,1566,"HFO","","","TUG"
20320,"",,25200,"HFO","2X1400 KW","","DREDGING"
20334,"",,8532,"","","","BULK"
56587,"",,0,"","","","PONTOON"
56588,"",,441,"HFO","","","SAIL"
56589,"",,0,"","","","PONTOON"
56590,"",,0,"","","","DREDGING"
56591,"",,0,"","","","PONTOON"
56592,"",,10000,"HFO","","","NAVY"
56593,"",,1760,"HFO","","","NAVY"
56594,"",,0,"","","","PONTOON"
56595,"",,0,"","","","PONTOON"
56596,"",,0,"","","","PONTOON"
56597,"",,10000,"HFO","","","NAVY"
56598,"",,0,"","","","PONTOON"
56599,"",,0,"","","","PONTOON"
56600,"",,31830,"HFO","","","NAVY"
56601,"",,30590,"HFO","2X484KW","","NAVY"
56602,"",,0,"","","","PONTOON"
56603,"",,195,"HFO","","","SAIL"
56604,"",,0,"","","","PONTOON"
56605,"",,0,"","","","OFFSHORE"
56606,"",,0,"","","","PONTOON"
56607,"",,0,"","","","PONTOON"
56608,"",,0,"","","","DREDGING"
56609,"",,0,"","","","PONTOON"
56610,"",,0,"","","","PONTOON"
56611,"",,4100,"HFO","375 KW","","NAVY"
56612,"",,5470,"","","","NAVY"
56613,"",,4080,"MDO","","","NAVY"
56614,"",,186,"HFO","","","NAVY"
56615,"",,0,"","","","PONTOON"
56616,"",,0,"","","","PONTOON"
56618,"",,0,"","","","PONTOON"
56619,"",,78330,"HFO","","","NAVY"
56620,"",,0,"","","","DREDGING"
56621,"",,0,"","","","PONTOON"
56622,"",,0,"","","","PONTOON"
56623,"",,0,"","","","PONTOON"
56624,"",,0,"","","","PONTOON"
56625,"",,0,"","","","PONTOON"
56626,"",,0,"","","","DOCK"
56627,"",,0,"","","","DOCK"
56628,"",,78330,"HFO","","","NAVY"
56629,"",,0,"","","","PONTOON"
56630,"",,882,"HFO","","","WORKSHIP"
56631,"",,0,"","","","WORKSHIP"
5990,"",,2208,"HFO","JA","","GEN CARGO"
6001,"",,1324,"HFO","","","TANKER"
6182,"",,7282,"HFO","","","BULK"
6196,"",,7355,"HFO","","","BULK"
6207,"",,9635,"HFO","","","BULK"
6213,"",,8532,"HFO","","","BULK"
6227,"",,9782,"","","","GEN CARGO"
6469,"",,6546,"","","","GEN CARGO"
6484,"",,6620,"HFO","","","GEN CARGO"
6509,"",,8948,"HFO","","","BULK"
