"ID","MAIN_ENGINE_MANUFACTURER","NUMBER_OF_PROPELLORS","MAIN_ENGINE_CAPACITY","TYPE_OF_FUEL","BOW_THRUSTER","STERN_THRUSTER","SHIP_CATEGORY"
14536,"",,0,"HFO","2X7000PK","2X7000PK","OFFSHORE"
14538,"",,0,"HFO","","","OFFSHORE"
14539,"",,0,"HFO","","","OFFSHORE"
14540,"",,0,"HFO","","","OFFSHORE"
14541,"",,0,"HFO","","","OFFSHORE"
14543,"",,0,"HFO","","","OFFSHORE"
14544,"",,0,"HFO","","","OFFSHORE"
14545,"",,0,"HFO","","","OFFSHORE"
14546,"",,0,"HFO","","","OFFSHORE"
14547,"",,0,"HFO","","","OFFSHORE"
14549,"",,480,"HFO","110 KW","","SALVAGE"
14186,"",,1279,"HFO","","","TANKER"
14187,"",,884,"HFO","125 KW","","TANKER"
14188,"",,1765,"HFO","300 PK","","TANKER"
14189,"",,2249,"HFO","300 KW","","GEN CARGO"
14192,"",,3375,"HFO","335 KW","","TANKER"
14193,"",,3729,"HFO","370 KW","","SAIL"
14194,"",,11695,"HFO","1500 PK","","GEN CARGO"
14195,"",,13465,"HFO","","","TANKER"
14196,"",,7949,"HFO","","","GEN CARGO"
14197,"",,36001,"HFO","2X1400KW","","PASSENGER"
14198,"",,519,"MDO","","","FISHING"
14199,"",,4200,"HFO","746 KW","","TANKER"
14976,"",,4634,"HFO","","","TANKER"
14977,"",,0,"","","","DREDGING"
14978,"",,0,"","","","DREDGING"
15017,"",,11249,"HFO","1000KW","1000KW","GEN CARGO"
15018,"",,42424,"HFO","1700 PK","1700 PK","GEN CARGO"
15019,"",,42425,"HFO","1500 kw","860 kw","GEN CARGO"
15020,"",,42424,"HFO","2000 PK","2000 PK","GEN CARGO"
15021,"",,10480,"HFO","1000 PK","1000 PK","GEN CARGO"
15022,"",,10480,"HFO","1000 PK","1000 PK","GEN CARGO"
15023,"",,10480,"HFO","1000 PK","1000 PK","GEN CARGO"
15024,"",,10480,"HFO","900 PK","900 PK","GEN CARGO"
15025,"",,10480,"HFO","1000PK","1000PK","GEN CARGO"
15026,"",,2177,"HFO","300 KW","","GEN CARGO"
15027,"",,2959,"HFO","300 KW","","GEN CARGO"
15029,"",,1460,"HFO","270 PK","","TANKER"
15030,"",,1460,"HFO","270 PK","","TANKER"
15031,"",,10480,"HFO","1000PK","1000PK","GEN CARGO"
15032,"",,10480,"HFO","1000 PK","1000 PK","GEN CARGO"
15033,"",,10480,"HFO","917KW","917KW","GEN CARGO"
15034,"",,10480,"HFO","917 KW","917 KW","GEN CARGO"
15035,"",,7440,"HFO","600 KW","","GEN CARGO"
15036,"",,9709,"HFO","","","BULK"
15037,"",,1099,"HFO","183 KW","","TANKER"
15038,"",,1100,"HFO","250 PK","","TANKER"
15040,"",,5663,"HFO","","","GEN CARGO"
15041,"",,23171,"HFO","1300 PK","","GEN CARGO"
15043,"",,4354,"HFO","400 KW","","GEN CARGO"
15044,"",,7796,"HFO","","","TANKER"
15045,"",,7796,"HFO","","","TANKER"
15046,"",,8699,"HFO","","","TANKER"
15047,"",,1949,"HFO","360 KW","","GEN CARGO"
15048,"",,1640,"HFO","360 KW","","GEN CARGO"
15050,"",,8017,"HFO","","","TANKER"
15051,"",,8091,"HFO","","","BULK"
15052,"",,12022,"HFO","","","BULK"
15053,"",,7855,"HFO","","","BULK"
15055,"",,11253,"HFO","1000 PK","1000 PK","TANKER"
15056,"",,11254,"HFO","1000PK","1000PK","TANKER"
16041,"",,21919,"HFO","","","TANKER"
16042,"",,12357,"HFO","","","TANKER"
16043,"",,8091,"HFO","","","BULK"
16044,"",,4589,"HFO","","","BULK"
16047,"",,11254,"HFO","","","COMBI"
16048,"",,11254,"HFO","","","COMBI"
16049,"",,11254,"HFO","","","COMBI"
15677,"",,10444,"HFO","","","TANKER"
15678,"",,7282,"HFO","","","BULK"
15679,"",,1176,"HFO","400PK","","GEN CARGO"
15681,"",,5719,"HFO","","","BULK"
15682,"",,5719,"HFO","","","BULK"
15683,"",,5719,"HFO","","","TANKER"
15684,"",,5719,"HFO","","","BULK"
15685,"",,5721,"HFO","","","TANKER"
15686,"",,11220,"HFO","","","GEN CARGO"
15688,"",,5274,"HFO","","","BULK"
15689,"",,4589,"HFO","","","BULK"
15690,"",,5844,"HFO","","","GEN CARGO"
15691,"",,1320,"HFO","","","GEN CARGO"
15692,"",,1176,"","400 PK","","GEN CARGO"
15693,"",,2599,"HFO","100 PK","","OFFSHORE"
15694,"",,2599,"HFO","100 PK","","OFFSHORE"
15695,"",,2599,"HFO","140","","OFFSHORE"
15696,"",,7949,"HFO","600 PK","","GEN CARGO"
15387,"",,1029,"HFO","","","GEN CARGO"
15388,"",,1029,"HFO","","","TUG"
15389,"",,1029,"HFO","","","TUG"
15391,"",,1940,"","135 KW","","GEN CARGO"
15392,"",,1029,"HFO","","","GEN CARGO"
15393,"",,1029,"HFO","","","GEN CARGO"
15394,"",,1324,"HFO","","","GEN CARGO"
15395,"",,1029,"HFO","","","GEN CARGO"
15396,"",,1029,"HFO","","","GEN CARGO"
15397,"",,1472,"HFO","","","TANKER"
15398,"",,1765,"HFO","90 KW","","GEN CARGO"
15399,"",,1029,"HFO","","","GEN CARGO"
15400,"",,1766,"HFO","95 KW","","GEN CARGO"
15401,"",,970,"HFO","","","TUG"
15403,"",,1029,"HFO","","","GEN CARGO"
15404,"",,2499,"","","","GEN CARGO"
15405,"",,882,"HFO","","","TANKER"
16407,"",,7830,"HFO","","","TANKER"
16410,"",,16439,"HFO","1100 PK","","GEN CARGO"
16411,"",,1969,"HFO","300 PK","","GEN CARGO"
16412,"",,3449,"HFO","250 KW","","TANKER"
16413,"",,3449,"HFO","365 PK","","TANKER"
16414,"",,3449,"HFO","250 KW","","TANKER"
16415,"",,7093,"HFO","","","TANKER"
16416,"",,34411,"HFO","1300KW","","GEN CARGO"
16417,"",,34411,"HFO","1300 KW","","GEN CARGO"
16418,"",,34421,"HFO","1900PK","","GEN CARGO"
16419,"",,34421,"HFO","860 KW","","GEN CARGO"
16420,"",,1176,"HFO","236 KW","","GEN CARGO"
16422,"",,1469,"HFO","165 PK","","GEN CARGO"
16423,"",,5237,"HFO","588 KW","","TANKER"
16424,"",,6599,"HFO","500 KW","","GEN CARGO"
16425,"",,220,"HFO","44KW","","FISHING"
16426,"",,530,"HFO","JA","","FISHING"
16427,"",,2965,"HFO","","","TUG"
16428,"",,5300,"HFO","690 KW","","GEN CARGO"
16429,"",,7059,"HFO","","","TANKER"
16430,"",,2940,"HFO","370 KW","","TANKER"
16431,"",,12430,"HFO","","","BULK"
16432,"",,1468,"HFO","","","GEN CARGO"
16433,"",,1596,"HFO","","","GEN CARGO"
16434,"",,748,"HFO","150PK","","GEN CARGO"
16436,"",,17762,"HFO","2X1000","","GEN CARGO"
16437,"",,1499,"HFO","184 KW","","GEN CARGO"
16438,"",,1499,"HFO","184 KW","","GEN CARGO"
16439,"",,1449,"HFO","184 KW","","GEN CARGO"
16440,"",,1499,"HFO","184 KW","","GEN CARGO"
16441,"",,1499,"HFO","184 KW","","GEN CARGO"
16442,"",,1499,"HFO","300 PK","","GEN CARGO"
16444,"",,1499,"HFO","185 KW","","GEN CARGO"
16445,"",,1499,"HFO","184 KW","","GEN CARGO"
16446,"",,1415,"HFO","185 KW","","GEN CARGO"
16447,"",,1499,"HFO","184 KW","","GEN CARGO"
16448,"",,1499,"HFO","184 KW","","GEN CARGO"
14200,"",,6252,"HFO","","","BULK"
14201,"",,220,"","","","FISHING"
14944,"",,1698,"HFO","250 PK","","GEN CARGO"
14945,"",,1490,"HFO","360 PK","","GEN CARGO"
14946,"",,748,"MDO","184 KW","","GEN CARGO"
14948,"",,1079,"MDO","145 PK","","GEN CARGO"
14950,"",,1470,"HFO","220 KW","","TANKER"
14951,"",,1470,"HFO","200 KW","","TANKER"
14952,"",,1995,"","550 PK","","GEN CARGO"
14953,"",,29687,"HFO","1500 KW","","PASSENGER"
14954,"",,5148,"HFO","","","TANKER"
14955,"",,5148,"","","","TANKER"
14956,"",,5148,"HFO","","","TANKER"
14957,"",,3310,"HFO","351 KW","","TANKER"
14958,"",,3159,"HFO","340KW","","DREDGING"
14960,"",,3354,"HFO","","","GEN CARGO"
14961,"",,3354,"HFO","","","BULK"
14962,"",,3354,"HFO","","","GEN CARGO"
14963,"",,3354,"HFO","","","GEN CARGO"
14656,"",,4413,"HFO","","","GEN CARGO"
14657,"",,4413,"HFO","","","GEN CARGO"
14658,"",,7204,"HFO","","","BULK"
14659,"",,7204,"HFO","","","BULK"
14660,"",,7944,"HFO","","","GEN CARGO"
14661,"",,7944,"HFO","","","GEN CARGO"
14662,"",,13574,"HFO","1800 PK","1000 PK","GEN CARGO"
14663,"",,10439,"HFO","","","GEN CARGO"
14664,"",,10439,"HFO","850 PK","","GEN CARGO"
14665,"",,3374,"HFO","","","TUG"
14666,"",,3374,"HFO","","","TUG"
14667,"",,11220,"HFO","","","GEN CARGO"
14668,"",,11220,"HFO","","","GEN CARGO"
14669,"",,8091,"HFO","","","BULK"
14670,"",,10444,"HFO","","","TANKER"
14671,"",,4500,"HFO","325 KW","","GEN CARGO"
14672,"",,2399,"HFO","","","TUG"
14673,"",,2399,"HFO","","","TUG"
14675,"",,4413,"HFO","","","GEN CARGO"
14677,"",,1159,"HFO","250  KW","","GEN CARGO"
14678,"",,1159,"HFO","250 KW","","GEN CARGO"
15057,"",,3234,"HFO","500 KW","","TANKER"
15058,"",,3234,"HFO","500 KW","","TANKER"
15059,"",,3234,"HFO","500 KW","","TANKER"
15060,"",,4920,"HFO","290 PK","","GEN CARGO"
15061,"",,4920,"HFO","220 KW","","GEN CARGO"
15279,"",,1029,"HFO","","","GEN CARGO"
15280,"",,1029,"HFO","","","GEN CARGO"
15281,"",,1029,"HFO","","","GEN CARGO"
15282,"",,1029,"HFO","","","GEN CARGO"
15283,"",,1029,"HFO","","","GEN CARGO"
15284,"",,1029,"","","","GEN CARGO"
15285,"",,515,"","","","GEN CARGO"
15286,"",,1030,"HFO","","","GEN CARGO"
15288,"",,1472,"HFO","80 KW","","TANKER"
15289,"",,1472,"HFO","80 KW","","TANKER"
15290,"",,1472,"HFO","","","TANKER"
15291,"",,1324,"HFO","95 KW","","GEN CARGO"
15292,"",,920,"HFO","","","GEN CARGO"
15293,"",,757,"HFO","","","GEN CARGO"
15294,"",,1029,"HFO","","","GEN CARGO"
15295,"",,757,"HFO","","","GEN CARGO"
15296,"",,1324,"HFO","100 PK","","GEN CARGO"
15297,"",,1029,"HFO","","","GEN CARGO"
15298,"",,882,"","","","GEN CARGO"
15300,"",,1324,"HFO","100 PK","","GEN CARGO"
15301,"",,757,"HFO","","","GEN CARGO"
15302,"",,757,"HFO","","","GEN CARGO"
15304,"",,1029,"HFO","","","GEN CARGO"
15305,"",,892,"HFO","JA","","NAVY"
15306,"",,882,"HFO","","","GEN CARGO"
15307,"",,1471,"HFO","","","GEN CARGO"
15308,"",,1471,"HFO","","","TANKER"
15310,"",,662,"HFO","JA","","DREDGING"
15311,"",,1324,"HFO","150 PK","","GEN CARGO"
15312,"",,1324,"HFO","150 PK","","GEN CARGO"
15313,"",,411,"HFO","","","TUG"
15314,"",,367,"HFO","","","DREDGING"
15315,"",,1324,"HFO","100PK","","GEN CARGO"
15317,"",,795,"MDO","","","FISHING"
15318,"",,1029,"HFO","","","GEN CARGO"
15406,"",,1853,"HFO","120 KW","","TUG"
15407,"",,1029,"HFO","","","GEN CARGO"
15409,"",,1103,"HFO","","","TUG"
15410,"",,400,"HFO","","","YACHT"
15411,"",,183,"HFO","200 PK","","WORKSHIP"
15413,"",,1029,"HFO","","","TANKER"
15414,"",,1324,"HFO","80 KW","","GEN CARGO"
15415,"",,14590,"HFO","","","GEN CARGO"
15416,"",,6068,"HFO","","","TANKER"
15417,"",,6068,"HFO","","","TANKER"
15418,"",,8225,"HFO","","","TANKER"
15419,"",,8100,"HFO","","","TANKER"
15420,"",,1950,"HFO","195 KW"," ","OFFSHORE"
15421,"",,6000,"HFO","450 KW","450 KW","TANKER"
15423,"",,9413,"HFO","","","TANKER"
15424,"",,9413,"HFO","","","TANKER"
15426,"",,16459,"HFO","","","BULK"
15427,"",,18900,"","","","BULK"
15428,"",,8311,"HFO","","","BULK"
15429,"",,7200,"HFO","","","BULK"
15430,"",,10444,"","","","TANKER"
15431,"",,10228,"HFO","2000PK","1360PK","BULK"
15432,"",,10228,"HFO","JA","","BULK"
15433,"",,3599,"HFO","","","TUG"
15434,"",,3599,"HFO","","","TUG"
15436,"",,2579,"HFO","750 PK","","GEN CARGO"
15437,"",,700,"HFO","","","PASSENGER"
15440,"",,3237,"HFO","JA","","WORKSHIP"
15441,"",,358,"HFO","","","TANKER"
15855,"",,1599,"HFO","185 KW","","GEN CARGO"
15856,"",,2999,"HFO","220 KW","","TANKER"
15857,"",,4317,"HFO","","","GEN CARGO"
15858,"",,6031,"HFO","","","GEN CARGO"
15859,"",,5396,"HFO","500 KW","500 KW","GEN CARGO"
15860,"",,5396,"HFO","750 PK","750 PK","GEN CARGO"
15861,"",,5396,"HFO","600 KW","600 KW","GEN CARGO"
15862,"",,2839,"MDO","","","TUG"
15863,"",,5810,"HFO","","","BULK"
15864,"",,5150,"HFO","","","BULK"
15865,"",,5148,"HFO","","","BULK"
16451,"",,746,"MDO","","","GEN CARGO"
16452,"",,954,"HFO","","","GEN CARGO"
16453,"",,954,"HFO","","","GEN CARGO"
16455,"",,0,"HFO","900 PK","","GEN CARGO"
16456,"",,0,"HFO","900 PK"," ","GEN CARGO"
16457,"",,11549,"HFO","850 KW","","GEN CARGO"
16458,"",,11549,"HFO","850 KW","","GEN CARGO"
16460,"",,17940,"HFO"," "," ","TANKER"
16461,"",,34424,"HFO","1470KW","","GEN CARGO"
16462,"",,5808,"HFO","","","BULK"
16463,"",,13166,"HFO","","","TANKER"
16464,"",,13166,"HFO","","","TANKER"
16827,"",,1090,"HFO","100 KW","","GEN CARGO"
16829,"",,7202,"HFO","","","TANKER"
16830,"",,3604,"HFO","J","","TANKER"
16831,"",,3599,"HFO","JA","","TANKER"
16832,"",,36778,"HFO","2000 PK","","GEN CARGO"
16833,"",,36775,"HFO","2000PK","","GEN CARGO"
16834,"",,294,"HFO","","","YACHT"
16836,"",,16461,"HFO","","","TANKER"
16837,"",,16461,"HFO","","","TANKER"
16838,"",,20594,"HFO","","","TANKER"
16839,"",,20594,"HFO","","","TANKER"
16840,"",,20601,"HFO","","","TANKER"
16841,"",,20230,"HFO","","","TANKER"
16843,"",,20230,"HFO","","","TANKER"
16844,"",,9830,"HFO","1000KW","","GEN CARGO"
16845,"",,9830,"HFO","1000KW","","GEN CARGO"
16847,"",,1049,"HFO","230 PK","","GEN CARGO"
16848,"",,13887,"HFO","","","BULK"
16849,"",,1969,"HFO","350 KW","","GEN CARGO"
16850,"",,3299,"HFO","353 KW","","GEN CARGO"
16851,"",,1299,"HFO","220 KW","","GEN CARGO"
16853,"",,9540,"HFO","500 KW","","GEN CARGO"
16854,"",,3604,"HFO","257 KW","","TANKER"
16856,"",,1320,"HFO","340 PK","","TANKER"
16858,"",,23534,"HFO","","","TANKER"
16859,"",,11517,"HFO","","","PASSENGER"
14679,"",,1159,"HFO","250 KW","","GEN CARGO"
14680,"",,579,"HFO","90 KW","","WORKSHIP"
14681,"",,859,"HFO","300 KW","300 KW","WORKSHIP"
14682,"",,859,"HFO","300 KW","300 KW","WORKSHIP"
14683,"",,1099,"HFO","250 PK","","TANKER"
14684,"",,1100,"HFO","250","","TANKER"
14685,"",,3520,"HFO","JA","","PASSENGER"
14686,"",,31114,"HFO","1900","","GEN CARGO"
14689,"",,7414,"HFO","","","BULK"
14690,"",,7062,"HFO","JA","","FISHING"
14691,"",,5565,"HFO","440 KW","","TANKER"
14692,"",,29420,"HFO","1300 KW","","GEN CARGO"
14693,"",,7065,"HFO","","","BULK"
14694,"",,7686,"HFO","","","BULK"
14695,"",,4789,"HFO","","","GEN CARGO"
14696,"",,7414,"HFO"," "," ","BULK"
14697,"",,2427,"HFO","","","GEN CARGO"
14700,"",,1955,"HFO","300 PK","","DREDGING"
14701,"",,645,"MDO","","","DREDGING"
14702,"",,4045,"HFO","600 PK","","GEN CARGO"
14703,"",,4045,"HFO","600 PK","","GEN CARGO"
14705,"",,4042,"HFO","550 PK","","GEN CARGO"
14706,"",,4045,"HFO","410 KW","","GEN CARGO"
14707,"",,4042,"HFO","600PK","","GEN CARGO"
14708,"",,10440,"HFO","","","TANKER"
14710,"",,536,"HFO","","","GEN CARGO"
14711,"",,6987,"HFO","","","TANKER"
14712,"",,7686,"HFO","","","BULK"
14713,"",,5826,"HFO","","","BULK"
14714,"",,7650,"HFO","","","TANKER"
14715,"",,536,"HFO","","","GEN CARGO"
14717,"",,2959,"","350 KW","","GEN CARGO"
14718,"",,2959,"HFO","450 KW","","GEN CARGO"
14719,"",,5146,"HFO","500 PK","","GEN CARGO"
14720,"",,2203,"HFO","","","OFFSHORE"
14721,"",,10550,"HFO","","","TANKER"
14722,"",,1029,"HFO","","","GEN CARGO"
14723,"",,2831,"HFO","","","TANKER"
14724,"",,400,"HFO","","","FISHING"
15320,"",,1029,"HFO","","","GEN CARGO"
15321,"",,1029,"HFO","","","GEN CARGO"
15706,"",,15396,"HFO","","","BULK"
15707,"",,15398,"HFO","","","TANKER"
15709,"",,34424,"HFO","2000 PK","","GEN CARGO"
15710,"",,6664,"HFO","","","TANKER"
15711,"",,6664,"HFO","","","TANKER"
15712,"",,12357,"HFO","","","TANKER"
15713,"",,13078,"HFO","","","TANKER"
15714,"",,13078,"HFO","","","TANKER"
15715,"",,7944,"HFO","","","GEN CARGO"
15716,"",,7944,"HFO","","","GEN CARGO"
15718,"",,7944,"HFO","","","GEN CARGO"
15719,"",,7944,"HFO","","","GEN CARGO"
15720,"",,12500,"HFO","","","BULK"
15722,"",,6656,"HFO","510 PK","","GEN CARGO"
15723,"",,6656,"HFO","375 KW","","GEN CARGO"
15724,"",,12430,"HFO","","","BULK"
15725,"",,2208,"HFO","315 KW","","GEN CARGO"
15726,"",,3449,"HFO"," "," ","TUG"
15727,"",,9173,"HFO","746  KW","","TANKER"
15729,"",,3310,"HFO","400 KW","","GEN CARGO"
15730,"",,4500,"HFO","","","GEN CARGO"
15731,"",,1690,"HFO","200 KW","","BULK"
15733,"",,2459,"HFO","600 KW","","GEN CARGO"
15734,"",,10439,"HFO","","","GEN CARGO"
15735,"",,2205,"HFO","","","GEN CARGO"
15736,"",,8099,"HFO","","","GEN CARGO"
15737,"",,8099,"HFO","","","GEN CARGO"
15738,"",,8099,"HFO","","","GEN CARGO"
15739,"",,8099,"HFO","","","GEN CARGO"
15740,"",,11393,"HFO","1200 PK","","TANKER"
15741,"",,5396,"HFO","450 KW","","TANKER"
15742,"",,34424,"HFO","DEFECT","DEFECT","GEN CARGO"
15744,"",,5737,"HFO","","","BULK"
15745,"",,15401,"HFO","2400 PK","2000 PK","BULK"
15746,"",,15401,"HFO","1800 KW","1500 KW","BULK"
15748,"",,3299,"HFO","N","","GEN CARGO"
15749,"",,4856,"HFO","736 KW","2X588 KW","TUG"
15751,"",,4856,"HFO","1000PK","2X800PK","TUG"
15866,"",,5148,"HFO","","","BULK"
15868,"",,15403,"HFO","","","TANKER"
15869,"",,3360,"HFO","650 PK","","TANKER"
15870,"",,3360,"HFO","650 PK","","TANKER"
15871,"",,2942,"HFO","500","","TANKER"
15872,"",,4859,"HFO","570 KW","","TANKER"
15873,"",,3604,"HFO","N","","TANKER"
16330,"",,15420,"HFO","","","COMBI"
16331,"",,15402,"HFO","","","BULK"
16333,"",,21670,"HFO","","","BULK"
16334,"",,9712,"HFO","2X1000PK","1200PK","TUG"
16336,"",,9372,"HFO","","","COMBI"
16337,"",,4480,"HFO","420 PK","","TANKER"
16338,"",,3299,"HFO","270 KW","","TANKER"
16339,"",,2999,"HFO","308 KW","","TANKER"
16340,"",,10150,"HFO","","","TANKER"
16341,"",,8091,"HFO","","","BULK"
16342,"",,8826,"HFO","","","BULK"
16343,"",,4472,"HFO","JA","","GEN CARGO"
16344,"",,2942,"","JA","","GEN CARGO"
16345,"",,11220,"","","","TANKER"
16346,"",,7980,"HFO","","","BULK"
16348,"",,1045,"HFO","185 KW","","TANKER"
16350,"",,17220,"HFO","1000KW","","GEN CARGO"
16351,"",,17220,"HFO","1000 KW","","GEN CARGO"
16352,"",,7949,"HFO","750","","GEN CARGO"
16353,"",,7949,"HFO","560 KW","","GEN CARGO"
16354,"",,7949,"HFO","560 KW","","GEN CARGO"
16355,"",,1299,"HFO","220 KW","","GEN CARGO"
16356,"",,1299,"HFO","220 KW","","GEN CARGO"
16357,"",,1519,"MDO","180 KW","","GEN CARGO"
16358,"",,4472,"HFO","","","GEN CARGO"
16359,"",,12357,"","","","TANKER"
16361,"",,1192,"HFO","220 KW","","TANKER"
16363,"",,7949,"HFO","680","","GEN CARGO"
16364,"",,8800,"HFO","500 KW","","GEN CARGO"
16365,"",,8800,"HFO","540 KW","","GEN CARGO"
16366,"",,11129,"HFO","500 KW","","GEN CARGO"
16860,"",,3310,"HFO","","","TANKER"
16861,"",,7963,"HFO","","","TANKER"
16862,"",,7963,"HFO","","","TANKER"
16863,"",,1521,"HFO","165 KW","","TANKER"
16864,"",,1521,"HFO","165 KW","","TANKER"
16865,"",,7259,"HFO","","","BULK"
16866,"",,7259,"HFO","","","BULK"
16867,"",,12430,"HFO","","","BULK"
16868,"",,2575,"HFO","?","","TANKER"
16869,"",,954,"HFO","320 PK","","GEN CARGO"
16870,"",,14711,"HFO","2X2200PK","1300PK","TANKER"
16871,"",,12430,"HFO","","","BULK"
16872,"",,9378,"HFO","","","TANKER"
16873,"",,9378,"HFO","","","TANKER"
16874,"",,9378,"HFO","","","TANKER"
16875,"",,9378,"HFO","","","TANKER"
16877,"",,4486,"HFO","370 KW","","GEN CARGO"
16878,"",,1596,"HFO","","","GEN CARGO"
16879,"",,4589,"HFO","","","BULK"
16880,"",,3604,"HFO","","","TANKER"
16881,"",,522,"HFO","","","FISHING"
16882,"",,1849,"HFO","154 KW","","GEN CARGO"
16883,"",,1798,"HFO","275 KW","","GEN CARGO"
16885,"",,1118,"HFO","100 KW","","GEN CARGO"
16886,"",,5950,"HFO","600 KW","600 KW","TANKER"
16887,"",,7830,"HFO","500 KW","500 KW","TANKER"
16888,"",,7098,"HFO","","","TANKER"
16889,"",,17962,"HFO","","","TANKER"
16891,"",,560,"HFO","130 PK","","NAVY"
16892,"",,220,"MDO","","","FISHING"
16893,"",,3310,"HFO","","","TANKER"
16894,"",,3899,"HFO","","","TANKER"
16895,"",,8973,"HFO","","","BULK"
16896,"",,8973,"HFO","","","BULK"
16898,"",,1099,"HFO","130 KW","","GEN CARGO"
16899,"",,1469,"HFO","220 KW","","TANKER"
16900,"",,1469,"HFO","220 KW","","TANKER"
16901,"",,1469,"HFO","220 KW","","TANKER"
16902,"",,13376,"HFO","","","TANKER"
14725,"",,8076,"HFO","","","BULK"
14727,"",,3729,"","840 KW","","DREDGING"
14728,"",,528,"HFO","74 KW","","GEN CARGO"
14729,"",,500,"","74 KW","","GEN CARGO"
14730,"",,16669,"HFO","","","GEN CARGO"
14731,"",,16669,"HFO","","","GEN CARGO"
14732,"",,1575,"HFO","","","OFFSHORE"
14733,"",,2959,"HFO","300","","GEN CARGO"
14734,"",,2959,"HFO","400 PK","","GEN CARGO"
14736,"",,2959,"HFO","300 KW","","GEN CARGO"
14737,"",,7414,"HFO","","","BULK"
14738,"",,6987,"HFO","","","TANKER"
14739,"",,34559,"HFO","2X","","PASSENGER"
14740,"",,4597,"HFO","","","GEN CARGO"
14741,"",,6290,"HFO","","","TANKER"
14742,"",,6252,"HFO","","","TANKER"
14743,"",,7280,"HFO","","","TANKER"
14744,"",,7282,"HFO","","","TANKER"
14745,"",,11916,"HFO","","","BULK"
14746,"",,11916,"HFO","","","BULK"
14748,"",,7848,"HFO","","","BULK"
14749,"",,10165,"HFO","","","TANKER"
14750,"",,5237,"HFO","800 KW","","TANKER"
14752,"",,4250,"HFO","552 KW","","TANKER"
14753,"",,11118,"HFO","","","BULK"
14754,"",,7855,"HFO","","","TANKER"
14755,"",,7855,"HFO","","","TANKER"
14756,"",,7204,"HFO","","","BULK"
14759,"",,11974,"HFO","","","BULK"
14760,"",,19958,"HFO","2X1600KW","1000KW","PASSENGER"
14761,"",,500,"HFO","90 KW","","GEN CARGO"
14763,"",,7855,"HFO","","","BULK"
14764,"",,7855,"HFO","","","BULK"
14765,"",,1691,"HFO","","","GEN CARGO"
14766,"",,1691,"HFO","","","GEN CARGO"
14767,"",,1691,"HFO","","","GEN CARGO"
14768,"",,1691,"HFO","","","GEN CARGO"
14769,"",,1691,"HFO","","","GEN CARGO"
14770,"",,4670,"HFO","300 KW","","GEN CARGO"
14771,"",,8385,"HFO","","","GEN CARGO"
15752,"",,4856,"HFO","2X1000PK","2X800PK","TUG"
15753,"",,5919,"HFO","500 KW","","GEN CARGO"
15754,"",,5916,"HFO","","","GEN CARGO"
15755,"",,14728,"HFO","3200KW","1000KW","BULK"
15756,"",,8795,"HFO","600 KW","600 KW","GEN CARGO"
15759,"",,1000,"HFO","210 PK","","GEN CARGO"
15760,"",,748,"HFO","180 KW","","GEN CARGO"
15761,"",,7440,"HFO","735 KW","","TANKER"
15762,"",,2355,"HFO","300 KW","","GEN CARGO"
15763,"",,9120,"HFO","","","TANKER"
15764,"",,12651,"HFO","","","BULK"
15765,"",,6230,"HFO","","","BULK"
15766,"",,10444,"HFO","","","TANKER"
15767,"",,7120,"HFO","","","BULK"
15768,"",,7120,"HFO","","","BULK"
15770,"",,6928,"HFO","590 KW","","GEN CARGO"
15771,"",,6929,"HFO","590 KW","","GEN CARGO"
15773,"",,3360,"HFO","220 KW","","GEN CARGO"
15774,"",,3354,"HFO","","","GEN CARGO"
15775,"",,3354,"HFO","","","GEN CARGO"
15776,"",,3354,"HFO","","","GEN CARGO"
15777,"",,3354,"HFO","","","GEN CARGO"
15778,"",,3360,"HFO","200 KW","","GEN CARGO"
15779,"",,3521,"HFO","360 KW","","GEN CARGO"
15780,"",,3521,"HFO","360 KW","","GEN CARGO"
15781,"",,7605,"HFO","","","BULK"
15782,"",,6049,"HFO","800 PK","","BULK"
15783,"",,3299,"","294 KW","","GEN CARGO"
15786,"",,3299,"","294 KW","","GEN CARGO"
15787,"",,3299,"HFO","294 KW","","GEN CARGO"
15788,"",,3299,"","294 KW","","GEN CARGO"
15789,"",,36675,"HFO","1607 KW","","GEN CARGO"
15790,"",,18522,"HFO","1450 KW","","PASSENGER"
15791,"",,17140,"HFO","","","TANKER"
15792,"",,6230,"HFO","","","BULK"
15793,"",,6230,"HFO","","","BULK"
15794,"",,3089,"HFO","","","TANKER"
15795,"",,1855,"","JA","","GEN CARGO"
15797,"",,8091,"HFO","","","GEN CARGO"
15798,"",,8099,"HFO","","","GEN CARGO"
16367,"",,11129,"HFO","800 PK","","GEN CARGO"
16369,"",,2573,"HFO","400 KW","","TANKER"
16370,"",,1471,"","","","FISHING"
16371,"",,5001,"HFO","18/3 DEFECT","","GEN CARGO"
16372,"",,4413,"HFO","","","GEN CARGO"
16373,"",,4413,"HFO","","","GEN CARGO"
16374,"",,4469,"HFO","","","GEN CARGO"
16375,"",,4413,"HFO","","","GEN CARGO"
16050,"",,11213,"HFO","","","COMBI"
16051,"",,11213,"HFO","","","COMBI"
16052,"",,11254,"HFO","","","COMBI"
16053,"",,1199,"HFO","200 KW","","GEN CARGO"
16054,"",,1199,"HFO","200 KW","","GEN CARGO"
16055,"",,2639,"HFO","340 PK","","GEN CARGO"
16056,"",,3232,"HFO","340 KW","","TANKER"
