ID	ZB_TYPE	SHIPNUMBER	SHIPNUMBER_TYPE	CALLSIGN	SHIPNAME	LENGTH	BEAM	MMSI_NUMBER	MAXIMUM_DRAUGHT	TONNAGE	CATEGORY
24286	Z	9279094	IMO	C6SW2	ANETTE	179	23.1		98	17534	BULK
24287	Z	9279111	IMO	VRHZ4	MTM TOKYO	141	24.2	477866900	98	11549	TANKER
24288	Z	9279123	IMO	ORKV	PALLIETER	97	21.6	2055393000	76	5005	DREDGING
24289	Z	9279202	IMO	IBLF	ANGELINA AMORETTI	162	26	247100400	95	14916	TANKER
24290	Z	9279214	IMO	3WKL	VINASHIN MARINER	149	22.3		82	9600	GEN CARGO
24291	Z	9279317	IMO	FTWC	KAKULO	32	11.7		53	385	TUG
24292	Z	9279329	IMO	H3WF	HOEGH DUBAI	199	32.3		96	59217	GEN CARGO
24293	Z	9279331	IMO	H8MK	HOEGH DURBAN	199	32.3		96	59217	GEN CARGO
24294	Z	9279367	IMO	HPLJ	SPEEDWELL	189	32.3		108	27989	BULK
24295	Z	9279379	IMO	HPWD	SAFFRON	189	32.3		108	27989	BULK
24296	Z	9279381	IMO	P3XG9	ASIA GRAECA	224	32.2	210960000	139	39041	BULK
24297	Z	9279408	IMO	PBLG	FLINTERBOTHNIA	82	12.6		53	2474	GEN CARGO
24298	Z	9279410	IMO	PBLS	FLINTERBALTICA	82	12.6		53	2474	GEN CARGO
24299	Z	9279422	IMO	PHAN	FAST GILLES	82	12.6	244483000	53	2474	GEN CARGO
24300	Z	9279434	IMO	PHBL	FLINTERBAY	82	12.6		53	2474	GEN CARGO
24301	Z	9279446	IMO	PHCB	NORRSKEN	82	12.5		53	2474	GEN CARGO
24302	Z	9279484	IMO	P3TM9	STAR OF NIPPON	225	32.3	210872000	140	38851	BULK
24303	Z	9279513	IMO	9HQY8	LIGARI	225	32.3		140	38851	BULK
24304	Z	9279537	IMO	V7WF3	TOPAZ	225	32.3		140	38845	BULK
24305	Z	9279549	IMO	ICHY	MEDI CAGLIARI	225	32.3	355013000	139	38877	BULK
24306	Z	9279551	IMO	VRZK7	POS BRAVE	170	23	477664000	96	17679	BULK
24307	Z	9279719	IMO	9HA3224	SEA HELIOS	179	32.2	229315000	120	28069	TANKER
24308	Z	9279721	IMO	3WUR	VINASHIN MELODY	179	32.2	548682000	121	28150	TANKER
24309	Z	9279733	IMO	9HA3226	SEA HERMES	179	32.2	229317000	120	28150	TANKER
24310	Z	9279757	IMO	H9BN	RUBY EXPRESS	240	42		149	57468	TANKER
24311	Z	9279771	IMO	V7RK8	OCEAN PRINCE	225	32.3	352505000	122	39964	BULK
24312	Z	9279783	IMO	P3ZN9	MARITSA	225	32.3	210212000	122	40002	BULK
24313	Z	9279795	IMO	AUQV	PRABHU DAS	225	32.3	212576100	122	40002	BULK
24314	Z	9279812	IMO	IBGQ	GRANDE LAGOS	196	31.1	247102700	84	44408	GEN CARGO
24315	Z	9279836	IMO	SWIC	DIMITRIS S	189	32.2	240273000	116	28171	BULK
24316	Z	9279850	IMO	IBHE	DIEGO	99	17	247104500	70	4407	TANKER
24317	Z	9279874	IMO	HOXX	ELEGANT STAR	288	45		179	89587	BULK
24318	Z	9279965	IMO	H3SF	MSC FABIENNE	302	32.2	354415000	136	54774	GEN CARGO
24319	Z	9279977	IMO	H8FC	MSC POH LIN	294	32.2		137	54774	GEN CARGO
24320	Z	9279989	IMO	H8PA	MSC STELLA	303	40	352983000	145	73819	GEN CARGO
24321	Z	9280108	IMO	9HTR7	MOHEGAN	93	14	215554000	60	2721	TANKER
24322	Z	9280158	IMO	MJDG9	PANDA P.G.	114	16.9		68	4414	TANKER
24323	Z	9280184	IMO	TCCE8	EBRU S	92	14.1	271000686	57	2435	TANKER
24324	Z	9280354	IMO	A8DU6	SANKO COMMANDER	228	32.2		137	38833	TANKER
24325	Z	9280366	IMO	A8DU7	SANKO CONFIDENCE	228	32.3	636012164	137	38833	TANKER
24326	Z	9280380	IMO	ONCJ	WATERWAYS 1	110	12.5	205394000	34	1772	GEN CARGO
24327	Z	9280392	IMO	ONCK	WATERWAYS 2	110	12.5	205396000	34	1772	GEN CARGO
24328	Z	9280407	IMO	ONCL	WATERWAYS 3	110	12.5	205397000	34	1772	GEN CARGO
24329	Z	9280421	IMO	FTSZ	NEMED	32	11.7	635008100	53	385	TUG
24330	Z	9280433	IMO	OXLL2	ASTERIX	32	11.7	220227000	43	385	TUG
24331	Z	9280457	IMO	J8B4370	KATRINE	25	9	377376000	26	137	TUG
24332	Z	9280469	IMO	PBJL	DMS RAVEN	22	8.6	245274000	24	119	TUG
24333	Z	9280586	IMO	A8HX8	ABRAM SCHULTE	227	32.3	210249000	140	41503	TANKER
24334	Z	9280598	IMO	C6TH5	CMA-CGM BELLINI	277	40		145	65247	GEN CARGO
24335	Z	9280603	IMO	9HA3373	CMA-CGM CHOPIN	277	40	229488000	145	65730	GEN CARGO
24336	Z	9280615	IMO	FZQM	CMA-CGM MOZART	277	40	635024000	140	65730	GEN CARGO
24337	Z	9280627	IMO	9HA3374	CMA-CGM PUCCINI	277	40	229489000	140	65730	GEN CARGO
24338	Z	9280639	IMO	FZQU	CMA-CGM ROSSINI	277	40	635026000	140	65730	GEN CARGO
24339	Z	9280641	IMO	D5CF5	CMA-CGM STRAUSS)	277	40	636015685	145	65247	GEN CARGO
24340	Z	9280653	IMO	D5CF6	CMA-CGM VERDI	277	40		145	65247	GEN CARGO
24341	Z	9280665	IMO	D5BG6	CMA-CGM WAGNER	277	40		145	65247	GEN CARGO
24342	Z	9280677	IMO	V2BJ9	BRAMAU	87	12.9	304840000	56	2461	GEN CARGO
24343	Z	9280689	IMO	V2BO5	LINNAU	87	12.9	304880000	56	2461	GEN CARGO
24344	Z	9280691	IMO	V2BT9	STEINAU	87	12.9	304926000	56	2461	GEN CARGO
24345	Z	9280706	IMO	V2BH6	OSTENAU	87	12.9	304817000	55	2461	GEN CARGO
24346	Z	9280718	IMO	V2BN5	AMIYA SCAN	86	12.8		56	2546	GEN CARGO
24347	Z	9280720	IMO	C6TR4	RELUME	82	16.8	311753000	45	3526	WORKSHIP
24348	Z	9280768	IMO	PAJW	JOHAN DE WITT ZR.MS.	176	29.2	244527000	62	28396	NAVY
24349	Z	9280770	IMO	V7MD5	ANNA SMILE	225	32.2	352555000	143	40524	BULK
24350	Z	9280809	IMO	C6TL7	APL BRAZIL	260	32.3		130	40952	GEN CARGO
24351	Z	9280811	IMO	V7FW8	YM TAICHUNG	260	32.3	538090118	130	40952	GEN CARGO
24352	Z	9280847	IMO	SZJP	ZIM PIRAEUS	294	32.2	240193000	120	53453	GEN CARGO
24353	Z	9280873	IMO	SVMD	ASTRO PERSEUS	274	48	240126000	171	80620	TANKER
24354	Z	9280885	IMO	SWIQ	ASTRO PHOENIX	274	48.1		171	80620	TANKER
24355	Z	9281009	IMO	C6FY8	EVEREST SPIRIT	249	44	311648000	148	62845	TANKER
24356	Z	9281140	IMO	3EQW3	CITY	106	16.8	354095000	70	4359	GEN CARGO
24357	Z	9281152	IMO	SYCJ	ASTRO POLARIS	274	48	240125000	160	80620	TANKER
24358	Z	9281279	IMO	H3MK	MSC LISA	294	32.3	353968000	135	54304	GEN CARGO
24359	Z	9281384	IMO	MPHF6	TERRA MARIQUE	80	16.5	235039536	47	2786	GEN CARGO
24360	Z	9281425	IMO	C6UK9	GULF PEARL	228	32.3		122	42443	TANKER
24361	Z	9281437	IMO	SYNL	MARIETTA	225	32.3	240209000	141	40135	BULK
24362	Z	9281449	IMO	SZYR	PACIFIC EAGLE	225	32.3	240215000	141	39680	BULK
24363	Z	9281487	IMO	UUAU	MYKOLA BOBROVNYKOV	127	16.9	272453000	49	5197	GEN CARGO
24364	Z	9281499	IMO	UCCD	HEROI STAKHORSKIY	127	16.8	272489000	49	5166	GEN CARGO
24365	Z	9281504	IMO	UUCO	DMYTRO KATIUZHENKO	127	16.9		48	5197	GEN CARGO
24366	Z	9281516	IMO	C4NG2	OLES HONCHAR	127	16.8	212328000	49	5197	GEN CARGO
24367	Z	9281554	IMO	P3YV9	MATTHEOS I	182	32.2	209632000	113	27207	TANKER
24368	Z	9281566	IMO	C4DL2	MARKOS I	182	32.2	210449000	120	27207	TANKER
24369	Z	9281578	IMO	C4FD2	LOUKAS I	182	32.2	209946000	120	27207	TANKER
24370	Z	9281580	IMO	C4GA2	IOANNIS I	182	32.2	212522000	120	27207	TANKER
24371	Z	9281592	IMO	PBJK	AMADEUS	86	11.5	244316000	38	1719	GEN CARGO
24372	Z	9281712	IMO	C6VK9	NIGHTWING	289	45	309928000	176	84448	BULK
24373	Z	9281786	IMO	ZDFS3	CIMBRIS	98	13.8		57	3173	GEN CARGO
24374	Z	9281798	IMO	MGKG3	CLIPPER BEAUNE	88	14.6	235008160	54	2865	TANKER
24375	Z	9281803	IMO	9HUM9	CLIPPER BORDEAUX	88	14.6	235010310	54	2865	TANKER
24376	Z	9281827	IMO	HPTH	TAI PROGRESS	224	32.3	355432000	141	41378	BULK
24377	Z	9281853	IMO	SYPX	ANTIKEROS	228	32.3	209874000	136	40038	TANKER
24378	Z	9281891	IMO	HPLQ	DIAMOND CHAMP	246	42		148	58100	TANKER
24379	Z	9281920	IMO	MGHL8	ENERGY PIONEER	183	32.2	235008050	110	30008	TANKER
24380	Z	9281932	IMO	MGMR6	ENERGY POWER	183	32.3	235008240	110	30008	TANKER
24381	Z	9281944	IMO	9HMY8	TILDA BULKER	169	27.2	356468000	98	16966	BULK
24382	Z	9281968	IMO	VRZN2	JOSCO SUZHOU	187	31	477080300	121	27162	BULK
24383	Z	9281970	IMO	FVGR	LUZOLO	69	17.2		61	2293	TUG
24384	Z	9282003	IMO	PBKP	ADRIANA MARIA (TH 7)	23	6.9		37	152	FISHING
24385	Z	9282041	IMO	C6FY5	AXEL SPIRIT	249	43.8	311645000	150	62929	TANKER
24386	Z	9282053	IMO	C6FY6	ESTHER SPIRIT	249	43.8	311646000	149	62929	TANKER
24387	Z	9282089	IMO	V2OX2	APOLLO LUPUS	96	13.4		58	2914	GEN CARGO
24388	Z	9282091	IMO	V2OX3	APOLLO LYNX	96	13.6		56	2914	GEN CARGO
24389	Z	9282261	IMO	H3MH	MSC ANS	294	32.2	353873000	135	54304	GEN CARGO
24390	Z	9282297	IMO	3WVA	DAI MINH	182	32.2	548672000	127	28529	TANKER
24391	Z	9282388	IMO	H3FX	YUANNING SEA	189	32.3		123	30881	BULK
24392	Z	9282405	IMO	4QZL	DIYA KOWULLA	45	12	417222272	29	820	DREDGING
24393	Z	9282431	IMO	V7UC3	CAPE MARIA	289	45	9282431	178	87440	BULK
24394	Z	9282443	IMO	A8EQ8	ANALIPSI LADY	228	32.7		139	42058	TANKER
24395	Z	9282479	IMO	MGPU2	BRITISH MALLARD	250	43.8	232400000	150	63661	TANKER
24396	Z	9282481	IMO	MGRX9	BRITISH GANNET	251	43.8	232150000	149	63661	TANKER
24397	Z	9282493	IMO	MGRX2	BRITISH CORMORANT	251	43.8	232153000	150	63462	TANKER
24398	Z	9282508	IMO	MGSH7	BRITISH ROBIN	251	43.8	232156000	150	63462	TANKER
24399	Z	9282510	IMO	H8EU	HIGH ENERGY	179	32.2	357091000	117	28245	TANKER
24400	Z	9282522	IMO	H8OV	HIGH POWER	179	32.2	351365000	128	28245	TANKER
24401	Z	9282558	IMO	A8NZ7	HIGH PRIORITY	179	32.2	563271000	117	28245	TANKER
24402	Z	9282625	IMO	C6TN7	STENA CHIRON	228	32.3	311708000	140	40690	TANKER
24403	Z	9282687	IMO	9HFO9	STARLET	118	19	256917000	83	6499	TANKER
24404	Z	9282742	IMO	9HA2015	OKTEM AKSOY	189	32.3	249806000	120	30058	BULK
24405	Z	9282780	IMO	VRAF5	GREAT MORNING	176	26	477520400	96	17679	BULK
24406	Z	9282792	IMO	SVBA	ATALANDI	248	44		135	59781	TANKER
24407	Z	9282821	IMO	9HUZ7	HOPE A	176	31		110	25364	TANKER
24408	Z	9282924	IMO	9V9575	MTM GIBRALTAR	141	24.2		98	11549	TANKER
24409	Z	9282950	IMO	A8EH5	MAERSK DALLAS	294	32.3	636090740	137	54592	GEN CARGO
24410	Z	9282962	IMO	A8EH2	MAERSK DENVER	294	32.2	636090737	136	54592	GEN CARGO
24411	Z	9282986	IMO	OYMI2	TORM LOIRE	182	27.4	538001807	112	23246	TANKER
24412	Z	9282998	IMO	V7HY5	SENATORE	227	32.3	538002334	140	41526	TANKER
24413	Z	9283186	IMO	DHTK	MONTE CERVANTES	272	40.1		125	69132	GEN CARGO
24414	Z	9283198	IMO	DAJC	MONTE OLIVIA	272	40.1		125	69132	GEN CARGO
24415	Z	9283203	IMO	DNCQ	MONTE PASCOAL	272	40	211611000	132	69132	GEN CARGO
24416	Z	9283215	IMO	DGHJ	MONTE ROSA	272	40.1	211691000	140	69132	GEN CARGO
24417	Z	9283227	IMO	DCLH2	MONTE SARMIENTO	272	40.1	211738000	132	69132	GEN CARGO
24418	Z	9283239	IMO	DCPC2	ALIANCA MAUA	272	40.1		140	69132	GEN CARGO
24419	Z	9283277	IMO	BPAC	YU LIN WAN	244	42	413120000	155	61713	TANKER
24420	Z	9283289	IMO	9VBB5	MAERSK PROGRESS	244	42	563685000	156	61724	TANKER
24421	Z	9283291	IMO	9VDF3	MAERSK PHOENIX	244	42	563463000	155	61724	TANKER
24422	Z	9283306	IMO	SXFK	VENICE	244	42	240671000	155	61724	TANKER
24423	Z	9283459	IMO	PCTJ	WISBY VERITY	116	15		71	4295	TANKER
24424	Z	9283473	IMO	LAGP6	SKANDI TEXEL	69	16.4	258610000	62	2447	TUG
24425	Z	9283538	IMO	V2CE9	LAKE ONTARIO	185	23	304603000	98	18825	BULK
24426	Z	9283540	IMO	V2CF1	FEDERAL MATANE	185	23.7	304604000	98	18825	BULK
24427	Z	9283617	IMO	C6TN6	STENA CHRONOS	228	32.3	311707000	125	40690	TANKER
24428	Z	9283629	IMO	C6TM9	STENA CALLAS	228	32.3		140	40690	TANKER
24429	Z	9283631	IMO	C6VA8	ERATO	225	32.3	205413000	143	40485	BULK
24430	Z	9283643	IMO	A8FI9	TRANS PACIFIC	224	32.3	636012422	143	40485	BULK
24431	Z	9283655	IMO	3ELI2	THREE STARS	225	32.3	372950000	143	40524	BULK
24432	Z	9283679	IMO	V7KI2	RES COGITANS	228	32.2	538002622	145	42432	TANKER
24433	Z	9283681	IMO	ONAN	MINERAL NOBLE	289	45	205395000	177	88179	BULK
24434	Z	9283693	IMO	A8JS6	RIO TESLIN	210	30.2	636091130	115	26833	GEN CARGO
24435	Z	9283708	IMO	A8JR6	RIO THELON	210	30.2		115	26833	GEN CARGO
24436	Z	9283710	IMO	OYNM2	TORM HORIZON	183	32.2	538002053	122	29242	TANKER
24437	Z	9283722	IMO	C6WK3	TEESTA SPIRIT	183	32.2	538002109	122	29242	TANKER
24438	Z	9283734	IMO	V7QE4	TULA	183	32.3		122	29242	TANKER
24439	Z	9283760	IMO	9HDV9	FAEZ	175	31	422305000	101	25214	TANKER
24440	Z	9283784	IMO	C6WJ5	HUGLI SPIRIT	183	32.2		122	29242	TANKER
24441	Z	9283837	IMO	9VFX8	CLIPPER LASCO	169	27.2	565758000	98	16954	BULK
24442	Z	9283863	IMO	H8WX	CAPRICORNUS LEADER	199	32.3		100	61854	GEN CARGO
24443	Z	9283875	IMO	H9NY	PHOENIX LEADER	199	32.3		100	61804	GEN CARGO
24444	Z	9283887	IMO	3EAB7	SAGITTARIUS LEADER	199	32.3		100	61804	GEN CARGO
24445	Z	9283954	IMO	V2OP8	BELUGA EFFICIENCY	138	21		75	9611	GEN CARGO
24446	Z	9283978	IMO	ZDGA3	STENBERG	144	23.2	236222000	89	11935	TANKER
24447	Z	9283980	IMO	C4CF2	EDELWEISS	225	32.3		140	40160	BULK
24448	Z	9283992	IMO	C6VB8	THETIS	225	32.3	477400100	125	40160	BULK
24449	Z	9284001	IMO	VRAA8	PORT PEGASUS	177	28	477280900	95	19887	BULK
24450	Z	9284013	IMO	A8FD2	ALRAR	204	32.3	636012377	121	35306	TANKER
24451	Z	9284025	IMO	A8FD3	RHOURD ENOUSS	204	32.2	636012378	121	35306	TANKER
24452	Z	9284099	IMO	DCZY	ROYAL FRYSK (HOO 70)	45	10	211101000	10	375	FISHING
24453	Z	9284245	IMO	VRAW2	FREEDOM LILY	189	32.3	477991100	126	31227	BULK
24454	Z	9284271	IMO	H3WC	BULK INDIA	290	45		179	88490	BULK
24455	Z	9284295	IMO	H8LA	SHINING STAR	290	45	352481000	180	88490	BULK
24456	Z	9284300	IMO	9AA5276	MARLERA	189	32.3		112	31242	BULK
24457	Z	9284362	IMO	C6S2096	AFRICAN HAWK	178	26	311675000	97	17944	BULK
24458	Z	9284374	IMO	9VJQ8	PO YANG HU	228	32.3	636013325	145	42010	TANKER
24459	Z	9284386	IMO	9VJQ9	DONG TING HU	228	32.3	636013324	143	42010	TANKER
24460	Z	9284506	IMO	3EAH4	SUNNY GLOBE	189	32.3	353299000	125	30632	BULK
24461	Z	9284520	IMO	3FZX9	STAR HARMONY	188	32.3	353071000	122	29372	BULK
24462	Z	9284570	IMO	9HPC9	FLECHA	289	45	209031000	178	87440	BULK
24463	Z	9284647	IMO	PCAN	BIT OKTANIA	134	21.6		90	9490	TANKER
24464	Z	9284659	IMO	VRAC8	TEH MAY	289	45		165	88955	BULK
24465	Z	9284685	IMO	H8BD	CHEMROAD ECHO	174	42.6	356212000	110	20117	TANKER
24466	Z	9284697	IMO	D5BW5	STOLT ENDURANCE	174	27.7	548694000	106	20058	TANKER
24467	Z	9284702	IMO	HPWM	FEDERAL KUSHIRO	190	23.6		106	19223	BULK
24468	Z	9284726	IMO	H9EL	STAVANGER EAGLE	179	32.2		120	28059	TANKER
24469	Z	9284740	IMO	HOOB	CENTAURUS LEADER	199	32.3		103	62195	GEN CARGO
24470	Z	9284752	IMO	3EBC	LYRA LEADER	199	32.3	371056000	96	62510	GEN CARGO
24471	Z	9284764	IMO	HOWE	GRAND PHOENIX	199	32.3	354662000	96	59217	GEN CARGO
24472	Z	9284776	IMO	3EAG4	GRAND PAVO	199	32.3	352879000	96	59217	GEN CARGO
24473	Z	9284831	IMO	A7MN	ALMAJEDAH	164	26.3	466231000	85	17476	TANKER
24474	Z	9284843	IMO	V7GM8	JAEGER	189	32.3	538090130	120	30012	BULK
24475	Z	9284855	IMO	DYNG	MILLION TRADER	225	32.3	548674000	140	39974	BULK
24476	Z	9284879	IMO	DYAI	MILLION TRADER II	225	32.3	548687000	140	39974	BULK
24477	Z	9284881	IMO	H9DJ	MARITIME CHRISTINE	225	32.3	352210000	140	39964	BULK
24478	Z	9284893	IMO	H9GP	NAVIOS ALEGRIA	225	32.3	352892000	122	39974	BULK
24479	Z	9284908	IMO	V7GK7	GRAIN HARVESTER	225	32.3		140	39989	BULK
24480	Z	9284910	IMO	V7FX8	GRAIN EXPRESS	225	32.3	538002041	140	39974	BULK
24481	Z	9284946	IMO	SXYB	AUSTRALIS	330	60	240159000	211	156914	TANKER
24482	Z	9285005	IMO	VRAR6	OOCL ATLANTA	322	42.8	477920300	145	89097	GEN CARGO
24483	Z	9285029	IMO	C6TX7	KUJAWY	189	28.6	311182800	104	24109	BULK
24484	Z	9285043	IMO	V7HG5	IRON BRADYN	228	32.3	538002227	142	42887	BULK
24485	Z	9285079	IMO	VRAA2	KANG SHUN	189	32.3	477280100	126	30963	BULK
24486	Z	9285122	IMO	C6TX8	MAZURY	189	28.5	311829000	104	24109	BULK
24487	Z	9285134	IMO	C6TX9	PODHALE	189	28.5	311831000	104	24109	BULK
24488	Z	9285146	IMO	C6TY2	WARMIA	189	28.5	311832000	100	24109	BULK
24489	Z	9285158	IMO	9MGK6	ALAM PADU	229	36.5	533924000	141	46982	BULK
24490	Z	9285160	IMO	9VGD3	ALAM PERMAI	229	36.5	564842000	142	46982	BULK
24491	Z	9285184	IMO	C6WG8	SPECIALITY	95	17.1	235008990	59	3859	TANKER
24492	Z	9285196	IMO	2GJZ6	SENIORITY	95	17.1	235098058	59	3859	TANKER
24493	Z	9285201	IMO	2GJZ8	SUPERIORITY	95	17.1	309289000	59	3859	TANKER
24494	Z	9285213	IMO	MQPC5	SUPREMITY	95	17.1	235053208	59	3859	TANKER
24495	Z	9285328	IMO	ZDIK8	W-O TOPA	126	19.6		68	6688	TANKER
24496	Z	9285366	IMO	PGAA	SCELVERINGHE	116	18.6	244476000	64	5116	DREDGING
24497	Z	9285407	IMO	C6S2086	CLIPPER VALOUR	179	28		106	22072	BULK
24498	Z	9285419	IMO	C6S2087	DS VANGUARD	178	28	311554000	106	22072	BULK
24499	Z	9285433	IMO	V2EI9	JOY	104	13.6	235008730	62	3289	GEN CARGO
24500	Z	9285445	IMO	MGKU9	ANNIE PG	140	19.6		65	7456	TANKER
24501	Z	9285457	IMO	V4UC2	JOHAN	99	16.9	341347000	59	2978	GEN CARGO
24502	Z	9285469	IMO	9VFA3	CHEMBULK HOUSTON	135	22.5	565720000	91	9230	TANKER
24503	Z	9285483	IMO	LAPZ7	HOEGH TOKYO	228	32.3	257408000	100	68871	GEN CARGO
24504	Z	9285495	IMO	LADO6	HOEGH SEOUL	228	32.3	257496000	90	68871	GEN CARGO
24505	Z	9285500	IMO	WGAE	ALLIANCE ST.LOUIS	199	32.3		100	57280	GEN CARGO
24506	Z	9285562	IMO	9VIB5	CEMTEX WISDOM	224	32.3	564130000	142	41209	BULK
24507	Z	9285586	IMO	FVHE	VISSOLELA	77	18		61	3770	TUG
24508	Z	9285615	IMO	C6TM5	MORNING CALM	199	32.3		100	57692	GEN CARGO
24509	Z	9285627	IMO	C6UI3	MORNING CHAMPION	199	32.3	311922000	100	57692	GEN CARGO
24510	Z	9285639	IMO	C6UI2	MORNING COURIER	199	32.3	311921000	100	57692	GEN CARGO
24511	Z	9285641	IMO	C6TM6	MORNING CROWN	199	32.3		100	57692	GEN CARGO
24512	Z	9285653	IMO	A8GF4	MSC SHENZHEN	300	42.8	636091260	145	83133	GEN CARGO
24513	Z	9285665	IMO	A8EH3	MSC YOKOHAMA	300	42.8	636090738	145	83133	GEN CARGO
24514	Z	9285677	IMO	A8HG2	COSCO LONG BEACH	300	42.8	636090882	145	83133	GEN CARGO
24515	Z	9285689	IMO	A8LG9	COSCO SEATTLE	300	42.9	636091263	145	83133	GEN CARGO
24516	Z	9285691	IMO	A8EO8	MSC VANCOUVER	300	42.8	636090750	145	83133	GEN CARGO
24517	Z	9285706	IMO	MDTE9	BRITISH TENACITY	183	32.2		122	27829	TANKER
24518	Z	9285718	IMO	MEPP3	BRITISH SECURITY	183	32.2		122	29335	TANKER
24519	Z	9285732	IMO	MFLQ4	BRITISH UNITY	183	32.2		122	29335	TANKER
24520	Z	9285756	IMO	MFLM9	BRITISH LIBERTY	183	32.2		122	29335	TANKER
24521	Z	9285768	IMO	BSPN	WAN QING SHA	132	24.5		75	10980	DREDGING
24522	Z	9285823	IMO	SVXS	IRENE S.L.	333	60	240247000	225	161175	TANKER
24523	Z	9285835	IMO	C6ZI7	TELLEVIKEN	249	43.9	311056700	136	62806	TANKER
24524	Z	9285847	IMO	C6ZO5	TOFTEVIKEN	249	43.8	232496000	136	62806	TANKER
24525	Z	9285859	IMO	C6ZT9	TROVIKEN	249	43.8	235010090	149	62806	TANKER
24526	Z	9285861	IMO	SVCP	MINERVA IRIS	243	42		147	58156	TANKER
24527	Z	9285940	IMO	VRAK4	REDHEAD	199	23.7	477640200	113	22792	BULK
24528	Z	9285976	IMO	VRAB8	CSCL ASIA	334	42.9		145	90645	GEN CARGO
24529	Z	9285988	IMO	P3VZ9	CSCL EUROPE	334	43	212175000	145	90645	GEN CARGO
24530	Z	9285990	IMO	P3XP9	CSCL AMERICA	334	42.8		145	90645	GEN CARGO
24531	Z	9286009	IMO	VRBI2	CSCL OCEANIA	334	43		145	90645	GEN CARGO
24532	Z	9286011	IMO	VRBI3	CSCL AFRICA	334	42.9		144	90645	GEN CARGO
24533	Z	9286047	IMO	9HVX7	GIANNUTRI	182	27.3		112	23235	TANKER
24534	Z	9286059	IMO	9HAP8	BALTIC SUN II	182	27.4	215795000	112	23235	TANKER
24535	Z	9286061	IMO	9V8855	OLIPHANT	175	31	564199000	111	25400	TANKER
24536	Z	9286073	IMO	SVKA	ADVENTURE	333	58		210	160904	TANKER
24537	Z	9286138	IMO	SWKZ	GREAT LADY	333	58	215933000	225	160904	TANKER
24538	Z	9286231	IMO	DCTA2	CMA-CGM HUGO	334	43		145	90745	GEN CARGO
24539	Z	9286281	IMO	C6WK2	KAVERI SPIRIT	274	48	538001914	160	81074	TANKER
24540	Z	9286451	IMO	C6TK4	HARBOUR LEADER	118	19.5		82	6522	TANKER
24541	Z	9286463	IMO	UBVH4	GAZPROMNEFT Z-W	82	12.5	273355340	47	1860	TANKER
24542	Z	9286475	IMO	TCCL9	EMRE-T	97	15	271000709	59	2980	TANKER
24543	Z	9286504	IMO	MGRK4	KEEWHIT	77	11.9		50	1241	TANKER
24544	Z	9286542	IMO	D5AD2	KASUGTA	144	24.2	636092300	95	11580	TANKER
24545	Z	9286554	IMO	V7GU2	CHEM ANTARES	144	24.2		95	11580	TANKER
24546	Z	9286580	IMO	V7JS3	YASA FORTUNE	228	32.3	538002565	144	42895	BULK
24547	Z	9286592	IMO	3EBU2	OCEAN LORD	228	32.3	371232000	142	42887	BULK
24548	Z	9286607	IMO	3EFI7	UNITED TREASURE	228	32.3	355688000	144	42887	BULK
24549	Z	9286619	IMO	3EBB8	CREST VOYAGER	225	32.3	371054000	140	39964	BULK
24550	Z	9286633	IMO	C6TT6	PROTEFS	225	32.3	311773000	140	40230	BULK
24551	Z	9286657	IMO	A8FZ9	SOUTH SEA	274	48	636012524	160	78845	TANKER
24552	Z	9286712	IMO	ICJG	LUCA S	101	15.2		57	3610	GEN CARGO
24553	Z	9286774	IMO	A8JR4	RIO TAKU	210	30.2		115	26833	GEN CARGO
24554	Z	9286786	IMO	A8JS5	RIO THOMPSON	210	30.2	636091129	115	26833	GEN CARGO
24555	Z	9286798	IMO	SZKZ	ANANGEL INNOVATION	289	45	240203000	180	87050	BULK
24556	Z	9286803	IMO	SWBN	PIONEER	289	45.1	240204000	179	87050	BULK
24557	Z	9286815	IMO	9HA2109	LENA	106	16.8	249972000	71	4564	GEN CARGO
24558	Z	9286827	IMO	LAYM5	EKEN	134	20.8		86	8829	TANKER
24559	Z	9286865	IMO	HPWU	NAVIOS ORBITER	224	32.3	356276000	142	39727	BULK
24560	Z	9286889	IMO	A8CB5	MEDI TAIPEI	224	32.3	636011902	142	39727	BULK
24561	Z	9286906	IMO	3EPS5	IRIS II	225	32.3	353710000	140	38871	BULK
24562	Z	9286932	IMO	H3TW	IKAN BAYAN	225	32.2	355196000	139	38871	BULK
24563	Z	9286944	IMO	VRZN4	IVS LAVENDER	170	27	477905000	98	18020	BULK
24564	Z	9286956	IMO	D5CE4	KANISHKA	225	32.3	636015676	141	39964	BULK
24565	Z	9286968	IMO	H9IX	MINING STAR	225	32.3	355820000	140	39964	BULK
24566	Z	9287039	IMO	UOS	MERIC	28	9.9	341220000	25	224	TUG
24567	Z	9287132	IMO	9VFQ9	TORM BORNHOLM	225	32.3		141	40030	BULK
24568	Z	9287144	IMO	VRAJ9	SEA LILY	190	32.3		120	30081	BULK
24569	Z	9287156	IMO	VRAN4	SEA LANTANA	190	32.3		110	30081	BULK
24570	Z	9287168	IMO	ICLW	MEDI BALTIMORE	225	32.3	247255300	140	39976	BULK
24571	Z	9287182	IMO	3EEZ7	TORM SKAGEN	225	32.3	371976000	142	40017	BULK
24572	Z	9287211	IMO	3ECE8	HOKUETSU ACE II	210	32.3	371349000	115	43591	BULK
